iter	Logloss	Accuracy
341	0.3910412608	0.8368953881
342	0.3910351465	0.8368953881
343	0.3908387995	0.8368953881
344	0.3907467871	0.8368953881
345	0.3905555756	0.8368953881
346	0.3905329072	0.8368953881
347	0.3904623741	0.8368953881
348	0.3904619897	0.8368953881
349	0.3901003542	0.8368953881
350	0.390098987	0.8368953881
351	0.3898423487	0.8368953881
352	0.3898010769	0.8368953881
353	0.3897611003	0.8368953881
354	0.3897227444	0.8368953881
355	0.3896825722	0.8368953881
356	0.3895868767	0.8368953881
357	0.3895221825	0.8368953881
358	0.389489233	0.8368953881
359	0.3893514654	0.8380202475
360	0.3893299339	0.8380202475
361	0.3893221494	0.8380202475
362	0.389296803	0.8380202475
363	0.3890642033	0.8391451069
364	0.3889011621	0.8391451069
365	0.3888745396	0.8391451069
366	0.3887674489	0.8391451069
367	0.3886170837	0.8391451069
368	0.3883973238	0.8391451069
369	0.388317469	0.8391451069
370	0.3881709251	0.8402699663
371	0.3881163509	0.8402699663
372	0.3880391543	0.8391451069
373	0.3880377302	0.8391451069
374	0.3879562475	0.8391451069
375	0.3878060577	0.8391451069
376	0.387786588	0.8391451069
377	0.3876174555	0.8391451069
378	0.3874510071	0.8402699663
379	0.3872558399	0.8402699663
380	0.3871713712	0.8402699663
381	0.3871185673	0.8402699663
382	0.3871168528	0.8402699663
383	0.3868332431	0.8402699663
384	0.3863391909	0.8402699663
385	0.386270214	0.8402699663
386	0.38624576	0.8402699663
387	0.3861715878	0.8402699663
388	0.386077988	0.8402699663
389	0.3859860376	0.8402699663
390	0.3859009867	0.8402699663
391	0.3857696525	0.8402699663
392	0.3857695075	0.8402699663
393	0.3856685941	0.8402699663
394	0.3855419365	0.8402699663
395	0.3855254362	0.8402699663
396	0.3855249587	0.8402699663
397	0.3854372484	0.8402699663
398	0.385359989	0.8402699663
399	0.3852800813	0.8402699663
400	0.3852742947	0.8402699663
401	0.3849977961	0.8402699663
402	0.3846074775	0.8402699663
403	0.3844439568	0.8402699663
404	0.3843358662	0.8402699663
405	0.3841790974	0.8402699663
406	0.3840403023	0.8402699663
407	0.3839578402	0.8402699663
408	0.3839577344	0.8402699663
409	0.3838492563	0.8402699663
410	0.3838195389	0.8402699663
411	0.3837730417	0.8402699663
412	0.3837039518	0.8413948256
413	0.3836360369	0.8413948256
414	0.3835948665	0.8413948256
415	0.3835208594	0.8413948256
416	0.3834777907	0.8413948256
417	0.3833815136	0.8413948256
418	0.3832283031	0.842519685
419	0.3831510009	0.842519685
420	0.3830425952	0.842519685
421	0.3829137322	0.8413948256
422	0.3828025854	0.8413948256
423	0.3825342819	0.8413948256
424	0.3825022653	0.842519685
425	0.3824340923	0.842519685
426	0.3824073633	0.842519685
427	0.3823325544	0.842519685
428	0.3822188005	0.8436445444
429	0.3821446056	0.8436445444
430	0.3820536922	0.8447694038
431	0.3819613896	0.8447694038
432	0.3819445874	0.8447694038
433	0.3818381396	0.8447694038
434	0.3817032206	0.8447694038
435	0.3816221788	0.8447694038
436	0.3815242223	0.8447694038
437	0.3814626957	0.8447694038
438	0.381405512	0.8447694038
439	0.3813304263	0.8458942632
440	0.3812281395	0.8458942632
441	0.3811997958	0.8458942632
442	0.3811424619	0.8458942632
443	0.3811206781	0.8458942632
444	0.3810698045	0.8458942632
445	0.3809744071	0.8458942632
446	0.3808194452	0.8458942632
447	0.3807500494	0.8458942632
448	0.380748175	0.8458942632
449	0.3807425411	0.8458942632
450	0.380720703	0.8458942632
451	0.3806392206	0.8458942632
452	0.3805523129	0.8458942632
453	0.3804932205	0.8458942632
454	0.3804429665	0.8470191226
455	0.3803858724	0.8470191226
456	0.3803687171	0.8470191226
457	0.3801929663	0.8470191226
458	0.3801129864	0.8470191226
459	0.3798434003	0.848143982
460	0.3798297885	0.848143982
461	0.3796351687	0.848143982
462	0.3795602019	0.848143982
463	0.3794893144	0.848143982
464	0.3792402291	0.848143982
465	0.3792293387	0.848143982
466	0.379116331	0.848143982
467	0.3790884258	0.848143982
468	0.3790051131	0.848143982
469	0.3788248064	0.848143982
470	0.3788226224	0.848143982
471	0.3787819648	0.848143982
472	0.378781698	0.848143982
473	0.3787174362	0.848143982
474	0.3787128652	0.848143982
475	0.3786588816	0.848143982
476	0.3785312785	0.8492688414
477	0.3784695848	0.8492688414
478	0.3781853893	0.8503937008
479	0.3781807554	0.8503937008
480	0.3781807517	0.8503937008
481	0.3781222737	0.8503937008
482	0.378011725	0.8503937008
483	0.3780103103	0.8503937008
484	0.3778903848	0.8503937008
485	0.3778903805	0.8503937008
486	0.3778705269	0.8503937008
487	0.3777237593	0.8503937008
488	0.3776655006	0.8503937008
489	0.3776177767	0.8503937008
490	0.3775499771	0.8503937008
491	0.3774360786	0.8503937008
492	0.3772669962	0.8515185602
493	0.3771396373	0.8515185602
494	0.3771235811	0.8515185602
495	0.3770362717	0.8515185602
496	0.3769634015	0.8515185602
497	0.3769625442	0.8515185602
498	0.376861302	0.8515185602
499	0.3768610956	0.8515185602
500	0.3768152686	0.8515185602
501	0.3767849237	0.8515185602
502	0.3765499905	0.8515185602
503	0.3763979661	0.8515185602
504	0.3763692042	0.8515185602
505	0.3763085389	0.8515185602
506	0.3761630767	0.8515185602
507	0.376093383	0.8515185602
508	0.3760497575	0.8515185602
509	0.3760150052	0.8515185602
510	0.375997003	0.8515185602
511	0.375979812	0.8515185602
512	0.3759568239	0.8515185602
513	0.375834396	0.8515185602
514	0.3757405559	0.8515185602
515	0.3757113309	0.8526434196
516	0.3755908155	0.8526434196
517	0.3755537763	0.8526434196
518	0.3753678387	0.8526434196
519	0.3753302817	0.8526434196
520	0.375263515	0.8526434196
521	0.3751578097	0.8526434196
522	0.3751363359	0.8526434196
523	0.3750278665	0.8526434196
524	0.3748698456	0.8526434196
525	0.3747732398	0.8526434196
526	0.3747317604	0.8526434196
527	0.3746743253	0.8526434196
528	0.3745441308	0.8526434196
529	0.3745052239	0.8526434196
530	0.3742472098	0.8526434196
531	0.3742090703	0.8526434196
532	0.3741387159	0.8526434196
533	0.3740747074	0.8526434196
534	0.3739601028	0.8526434196
535	0.3738985837	0.8526434196
536	0.373844095	0.8526434196
537	0.3738440936	0.8526434196
538	0.3738435339	0.8526434196
539	0.3737792252	0.8526434196
540	0.3736436178	0.8526434196
541	0.3736192704	0.8526434196
542	0.3735099294	0.8526434196
543	0.3733999814	0.8526434196
544	0.3732493005	0.8526434196
545	0.3731793606	0.8526434196
546	0.3731791907	0.8526434196
547	0.3731715274	0.8526434196
548	0.3731490911	0.8526434196
549	0.3731466167	0.8526434196
550	0.3731372462	0.8526434196
551	0.3730732319	0.8526434196
552	0.3729826873	0.8526434196
553	0.3729570676	0.8526434196
554	0.3729435983	0.8526434196
555	0.3728706568	0.8526434196
556	0.3727406381	0.8526434196
557	0.3727088633	0.8526434196
558	0.3726450081	0.8526434196
559	0.3725942001	0.8526434196
560	0.3725768166	0.8526434196
561	0.3724529235	0.8526434196
562	0.3723062395	0.8526434196
563	0.3721089339	0.8526434196
564	0.3720866339	0.8526434196
565	0.3719158053	0.8526434196
566	0.3717994509	0.8526434196
567	0.3717203681	0.8526434196
568	0.3715710299	0.8526434196
569	0.3714866356	0.8526434196
570	0.3713888989	0.8526434196
571	0.3713155366	0.853768279
572	0.3712580828	0.853768279
573	0.3712076437	0.853768279
574	0.3712076429	0.853768279
575	0.3711840953	0.853768279
576	0.371160744	0.853768279
577	0.3711520365	0.853768279
578	0.3710956826	0.853768279
579	0.3710443553	0.853768279
580	0.3708833424	0.8548931384
581	0.3707472084	0.8548931384
582	0.3706786448	0.8548931384
583	0.370653828	0.8548931384
584	0.370515353	0.8548931384
585	0.3703962778	0.8548931384
586	0.3703796979	0.8548931384
587	0.370241468	0.8548931384
588	0.37019546	0.8548931384
589	0.3701055342	0.8548931384
590	0.370036141	0.8548931384
591	0.3698626242	0.8548931384
592	0.3698261439	0.8548931384
593	0.3698045095	0.8548931384
594	0.3697883975	0.8548931384
595	0.3697516977	0.8548931384
596	0.369608525	0.853768279
597	0.3693207708	0.8548931384
598	0.3692492096	0.853768279
599	0.3692318518	0.853768279
600	0.3690776662	0.8526434196
601	0.3690522398	0.8526434196
602	0.3690522397	0.8526434196
603	0.3689653677	0.8526434196
604	0.3687658781	0.8526434196
605	0.3686146612	0.8526434196
606	0.3686004085	0.8526434196
607	0.3685842685	0.8526434196
608	0.3684464944	0.8526434196
609	0.368414136	0.8526434196
610	0.3682001248	0.8526434196
611	0.3681326961	0.8526434196
612	0.3679198184	0.853768279
613	0.3678684186	0.853768279
614	0.3677136507	0.853768279
615	0.3676903007	0.853768279
616	0.3676744836	0.853768279
617	0.3676120171	0.853768279
618	0.3674935819	0.853768279
619	0.3674702755	0.853768279
620	0.3674295115	0.853768279
621	0.3674261498	0.853768279
622	0.3673471548	0.8548931384
623	0.367239393	0.8548931384
624	0.3671016538	0.8548931384
625	0.3669261976	0.8548931384
626	0.366842064	0.8548931384
627	0.3667560607	0.8548931384
628	0.3667089513	0.8548931384
629	0.3666052031	0.8560179978
630	0.3665458487	0.8560179978
631	0.3665287599	0.8560179978
632	0.3663298945	0.8560179978
633	0.3662989119	0.8560179978
634	0.3660778093	0.8560179978
635	0.3660161878	0.8560179978
636	0.3659402584	0.8560179978
637	0.3659252275	0.8560179978
638	0.3657747238	0.8560179978
639	0.3657362046	0.8560179978
640	0.3656774625	0.8560179978
641	0.3655958546	0.8560179978
642	0.365573185	0.8560179978
643	0.3654959822	0.8560179978
644	0.3652372184	0.8560179978
645	0.3652167108	0.8560179978
646	0.3650527157	0.8560179978
647	0.3649999175	0.8560179978
648	0.3649678889	0.8560179978
649	0.3649577252	0.8560179978
650	0.3648289488	0.8571428571
651	0.3647325928	0.8571428571
652	0.364473955	0.8571428571
653	0.364431749	0.8571428571
654	0.3644178499	0.8571428571
655	0.3642661158	0.8571428571
656	0.3642145895	0.8571428571
657	0.3642142651	0.8571428571
658	0.3641969617	0.8571428571
659	0.3641834895	0.8571428571
660	0.364178304	0.8571428571
661	0.3640790041	0.8571428571
662	0.3640602128	0.8571428571
663	0.3639462912	0.8571428571
664	0.363930157	0.8571428571
665	0.3638902964	0.8571428571
666	0.3637239127	0.8571428571
667	0.3635881495	0.8571428571
668	0.3634772019	0.8571428571
669	0.3634068496	0.8571428571
670	0.3633758729	0.8571428571
671	0.3631802447	0.8571428571
672	0.3631026419	0.8571428571
673	0.3630055697	0.8571428571
674	0.3628563906	0.8571428571
675	0.3628277304	0.8571428571
676	0.3628277269	0.8571428571
677	0.3627016299	0.8571428571
678	0.3626910243	0.8571428571
679	0.362460693	0.8571428571
680	0.3623905302	0.8571428571
681	0.3623698541	0.8571428571
682	0.3622673154	0.8571428571
683	0.3622159324	0.8571428571
684	0.3620935468	0.8571428571
685	0.3620513429	0.8571428571
686	0.3620486108	0.8571428571
687	0.3619951438	0.8571428571
688	0.3619865343	0.8571428571
689	0.3618569793	0.8571428571
690	0.3617203643	0.8571428571
691	0.3617202659	0.8571428571
692	0.3617202659	0.8571428571
693	0.3616483927	0.8571428571
694	0.3616259798	0.8571428571
695	0.3615657269	0.8571428571
696	0.3614505747	0.8571428571
697	0.3614505747	0.8571428571
698	0.3614435369	0.8571428571
699	0.3614415531	0.8571428571
700	0.3613275424	0.8571428571
701	0.3613275424	0.8571428571
702	0.3612808077	0.8571428571
703	0.3612802691	0.8571428571
704	0.3612508764	0.8571428571
705	0.3611569959	0.8571428571
706	0.3610627891	0.8571428571
707	0.3610446734	0.8571428571
708	0.3610441403	0.8571428571
709	0.360973445	0.8571428571
710	0.3609348058	0.8571428571
711	0.3608781644	0.8571428571
712	0.3608039152	0.8571428571
713	0.3607833842	0.8571428571
714	0.3607665958	0.8571428571
715	0.3607240707	0.8571428571
716	0.3607173148	0.8571428571
717	0.3604904827	0.8571428571
718	0.3603372108	0.8571428571
719	0.3601253157	0.8571428571
720	0.3599694879	0.8582677165
721	0.3599693086	0.8582677165
722	0.3599073417	0.8582677165
723	0.3598849542	0.8582677165
724	0.3598180684	0.8582677165
725	0.3596554283	0.8582677165
726	0.3595946503	0.8582677165
727	0.3595831482	0.8582677165
728	0.3594646834	0.8582677165
729	0.3593994363	0.8582677165
730	0.3593803086	0.8582677165
731	0.359345371	0.8582677165
732	0.3591838025	0.8582677165
733	0.3591772474	0.8582677165
734	0.3590639143	0.8582677165
735	0.3590265779	0.8582677165
736	0.3589573473	0.8582677165
737	0.3588974544	0.8582677165
738	0.3588937411	0.8582677165
739	0.3587742497	0.8571428571
740	0.3586962567	0.8571428571
741	0.3586696796	0.8571428571
742	0.3586491637	0.8571428571
743	0.3586321489	0.8571428571
744	0.3584023982	0.8571428571
745	0.3583618468	0.8571428571
746	0.3582530483	0.8571428571
747	0.3582452716	0.8571428571
748	0.3582373114	0.8571428571
749	0.3582219489	0.8571428571
750	0.3581626058	0.8571428571
751	0.3580544983	0.8571428571
752	0.3580312113	0.8571428571
753	0.3580312108	0.8571428571
754	0.3579981164	0.8571428571
755	0.3578084369	0.8571428571
756	0.3576324971	0.8571428571
757	0.3576193085	0.8571428571
758	0.3574807468	0.8571428571
759	0.3574654749	0.8582677165
760	0.3574409668	0.8582677165
761	0.3572986025	0.8571428571
762	0.3571805376	0.8571428571
763	0.3571683427	0.8571428571
764	0.3571121948	0.8571428571
765	0.3570089356	0.8571428571
766	0.3569302051	0.8571428571
767	0.3568736193	0.8571428571
768	0.3568241146	0.8571428571
769	0.3566834267	0.8571428571
770	0.3566673899	0.8571428571
771	0.356531349	0.8571428571
772	0.356469615	0.8571428571
773	0.3563505841	0.8571428571
774	0.3562620288	0.8571428571
775	0.356252372	0.8571428571
776	0.3562428546	0.8571428571
777	0.3561846344	0.8571428571
778	0.3560209464	0.8571428571
779	0.3560115872	0.8571428571
780	0.355933044	0.8571428571
781	0.3559321415	0.8571428571
782	0.3559229088	0.8571428571
783	0.3558344964	0.8571428571
784	0.3557392973	0.8571428571
785	0.3557326163	0.8571428571
786	0.3555509311	0.8571428571
787	0.3554902049	0.8571428571
788	0.3554292371	0.8571428571
789	0.3553072774	0.8571428571
790	0.3552256418	0.8571428571
791	0.3551265951	0.8571428571
792	0.3551152281	0.8571428571
793	0.3549247884	0.8571428571
794	0.3547882745	0.8571428571
795	0.3547742954	0.8571428571
796	0.3546506791	0.8571428571
797	0.3546089103	0.8571428571
798	0.3546032278	0.8571428571
799	0.3545899543	0.8571428571
800	0.3545684061	0.8571428571
801	0.3544742548	0.8571428571
802	0.3543456427	0.8571428571
803	0.3542790335	0.8571428571
804	0.3542026125	0.8571428571
805	0.3541498784	0.8571428571
806	0.353998194	0.8571428571
807	0.3539977686	0.8571428571
808	0.3539325434	0.8571428571
809	0.3538425527	0.8571428571
810	0.3537101183	0.8571428571
811	0.3537101171	0.8571428571
812	0.3537101168	0.8571428571
813	0.3537026622	0.8571428571
814	0.3535736514	0.8571428571
815	0.353475312	0.8571428571
816	0.3534687416	0.8571428571
817	0.3534611814	0.8571428571
818	0.3533901675	0.8571428571
819	0.3533071874	0.8571428571
820	0.3532730344	0.8571428571
821	0.3531556032	0.8571428571
822	0.3531525776	0.8571428571
823	0.3530892572	0.8571428571
824	0.352799961	0.8571428571
825	0.3527557448	0.8571428571
826	0.3527493704	0.8571428571
827	0.3527097495	0.8571428571
828	0.3525817635	0.8571428571
829	0.3525718976	0.8571428571
830	0.3523327209	0.8571428571
831	0.3523022744	0.8571428571
832	0.3522949231	0.8571428571
833	0.3521357615	0.8571428571
834	0.3521052986	0.8571428571
835	0.3520985078	0.8571428571
836	0.3520745614	0.8571428571
837	0.3519962865	0.8571428571
838	0.351958721	0.8571428571
839	0.3518945528	0.8571428571
840	0.351887076	0.8571428571
841	0.351825659	0.8571428571
842	0.3518256582	0.8571428571
843	0.3516968606	0.8571428571
844	0.3516133728	0.8571428571
845	0.3515626465	0.8582677165
846	0.351388345	0.8582677165
847	0.3512274917	0.8582677165
848	0.3512069896	0.8582677165
849	0.3511331288	0.8593925759
850	0.3511326183	0.8593925759
851	0.3510669501	0.8582677165
852	0.3510078485	0.8593925759
853	0.3509421087	0.8593925759
854	0.3508649375	0.8593925759
855	0.3507884158	0.8593925759
856	0.3506833908	0.8593925759
857	0.3505599986	0.8593925759
858	0.3505130251	0.8593925759
859	0.3504751016	0.8593925759
860	0.3504486057	0.8593925759
861	0.3503419767	0.8605174353
862	0.3503026278	0.8605174353
863	0.3501228536	0.8605174353
864	0.3501213609	0.8605174353
865	0.3500620401	0.8605174353
866	0.3499159683	0.8616422947
867	0.3498497339	0.8616422947
868	0.3497467705	0.8616422947
869	0.3497367837	0.8616422947
870	0.3496822675	0.8616422947
871	0.3496583291	0.8616422947
872	0.3495292148	0.8627671541
873	0.3494404423	0.8627671541
874	0.3493937981	0.8616422947
875	0.3493729601	0.8616422947
876	0.3493233709	0.8627671541
877	0.3491838836	0.8616422947
878	0.3490326171	0.8627671541
879	0.3490185455	0.8616422947
880	0.3489341594	0.8616422947
881	0.3489036553	0.8616422947
882	0.3488809531	0.8616422947
